"season","opponent","data","player","solo","ast","tot","tfl_yds","tfl","sack_yds","sacks","ff","fr_yds","fumbl","int","int_1","brup","blkd","qh","team","game_id"
2009,"Occidental College","defense","Grigoriy Gorshteyn","-","2","2","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Ed Mills","-","2","2","1.0/5","1.0","0.5/4","0.5","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Alex Curtis","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Adam Morris","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Kyle Hansen","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Charles Sarosy","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Jackie Coburn","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Dylan Marcoot","-","1","1","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Peter Schock","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7488
2009,"Occidental College","defense","Eric Yingling","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home",7488
2009,"Occidental College","defense","Zac Perkins","4","4","8","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Josh Beck","5","3","8","2.0/11","2.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Kyle Spaulding","4","2","6","0.5/2","0.5","0.5/2","0.5","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Greg Holsworth","2","4","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Alex Wertheimer","3","2","5","1.5/6","1.5","0.5/2","0.5","-","0-1","1/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Jesse Fischer","2","2","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Jim Hildensperger","3","1","4","1.0/8","1.0","1.0/8","1.0","-","0-0","-/-","-","-","-","-","1","away",7488
2009,"Occidental College","defense","Jordan Washington","3","-","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Aaron Stanton","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Nate Proulx","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Dillon Tucker","2","-","2","-/-","-","-/-","-","-","0-0","-/-","1-2","1","-","-","-","away",7488
2009,"Occidental College","defense","Ryan Rodriguez","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Ayrton Bates","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away",7488
2009,"Occidental College","defense","Kyle Kazarian","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Trace Wallace","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Adam DiBenedetto","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Mike Jorgenson","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Cory Suess","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Schuyler Ross","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Tommy Andre","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7488
2009,"Occidental College","defense","Jordan Inabnit","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","away",7488
2009,"Occidental College","defense","Robert Michel","-","-","-","-/-","-","-/-","-","-","0-0","-/-","1-29","1","-","-","-","away",7488
2009,"Pomona-Pitzer","defense","Dane Rymer","4","4","8","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home",7494
2009,"Pomona-Pitzer","defense","Adam Morris","3","4","7","0.5/4","0.5","-/-","-","-","0-0","-/-","-","-","1","-","1","home",7494
2009,"Pomona-Pitzer","defense","Brock Olson","6","1","7","1.5/4","1.5","-/-","-","-","0-0","-/-","2-14","2","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Patrick Atwater","4","3","7","1.0/3","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Corbin Tognoni","3","3","6","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home",7494
2009,"Pomona-Pitzer","defense","Dan Picciotto","2","3","5","1.5/9","1.5","-/-","-","-","0-0","-/-","1-0","1","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Dylan Marcoot","1","3","4","1.5/6","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Kyle Hansen","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Landon Patoc","3","-","3","-/-","-","-/-","-","-","0-0","-/-","-","-","3","-","-","home",7494
2009,"Pomona-Pitzer","defense","Ed Mills","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home",7494
2009,"Pomona-Pitzer","defense","Daniel Andrew","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","David Henningsen","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","D.J. Lillard","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Corey Bickler","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Charles Sarosy","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Jackie Coburn","1","-","1","1.0/4","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Sae Bin Park","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Matt Laredo","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Ben Salzman","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7494
2009,"Pomona-Pitzer","defense","Eric Yingling","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home",7494
2009,"Pomona-Pitzer","defense","Ross Tanaka","10","3","13","2.5/17","2.5","2.0/17","2.0","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Jacob Rollins","4","5","9","-/-","-","-/-","-","-","0-1","1/30","-","-","1","-","-","away",7494
2009,"Pomona-Pitzer","defense","Matt Jevsevar","2","7","9","1.5/10","1.5","1.0/9","1.0","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Max Reed","5","3","8","2.0/2","2.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Bryan Opritza","3","5","8","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Bobby Montalvo","1","3","4","-/-","-","-/-","-","-","0-0","-/-","1-50","1","1","-","-","away",7494
2009,"Pomona-Pitzer","defense","Charles Sander","3","1","4","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Joshua Rothman","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","S. Harrison","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Alpha Anders","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Sam Littleton","2","-","2","2.0/21","2.0","1.0/8","1.0","-","0-0","-/-","-","-","-","1","-","away",7494
2009,"Pomona-Pitzer","defense","Thomas Fenster","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Jacob Kaplan","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Colin Regan","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Joseph Dixon","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Justin Meng","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Jimmy Lieber","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Donald Hamnett","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494
2009,"Pomona-Pitzer","defense","Kareem Smedley","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","away",7494
2009,"University of Puget Sound","defense","Dan Picciotto","6","7","13","2.5/15","2.5","1.0/4","1.0","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Sae Bin Park","4","3","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Brock Olson","4","2","6","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home",7487
2009,"University of Puget Sound","defense","Patrick Atwater","2","3","5","1.0/4","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Jake Weyerhauser","3","1","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Dane Rymer","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Landon Patoc","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","2","-","-","home",7487
2009,"University of Puget Sound","defense","Ed Mills","2","1","3","1.0/16","1.0","1.0/16","1.0","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Rory Baird","1","2","3","0.5/3","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Daniel Andrew","1","2","3","0.5/2","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Corbin Tognoni","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Nate Jiwanlal","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Jackie Coburn","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Adam Morris","-","1","1","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Eric Yingling","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487
2009,"University of Puget Sound","defense","Vlasak, Tyler","8","12","20","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Thomas, Phillip","5","7","12","0.5/2","0.5","-/-","-","1","1-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Field-Eaton, Sean","1","7","8","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Vericella, Nick","4","4","8","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Dunn, Cory","3","4","7","0.5/2","0.5","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Milner, Damarkus","1","6","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Beck, Trevor","-","6","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Coberly, Casey","3","3","6","2.0/5","2.0","-/-","-","1","1-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Sobotka, James","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Speetjens, Frank","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Walker, Brian","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Kniffin, Adam","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Wacker, Niko","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Kyobe, Nasser","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Palmer, Greg","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487
2009,"University of Puget Sound","defense","Abdelrasuel, Nasser","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away",7487
2009,"University of Puget Sound","defense","TEAM","-","-","-","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7487
2009,"University of Redlands","defense","Brock Olson","2","6","8","-/-","-","-/-","-","-","0-0","-/-","-","-","1","1","-","home",7491
2009,"University of Redlands","defense","Matt Laredo","3","4","7","1.0/2","1.0","-/-","-","1","1-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Jake Weyerhauser","3","3","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Corbin Tognoni","4","2","6","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Nate Jiwanlal","2","4","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Patrick Atwater","1","5","6","1.0/6","1.0","1.0/6","1.0","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Sae Bin Park","1","5","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Adam Morris","2","3","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Dane Rymer","2","3","5","-/-","-","-/-","-","-","0-0","-/-","1-8","1","-","-","-","home",7491
2009,"University of Redlands","defense","Kyle Hansen","2","2","4","1.0/13","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Dan Picciotto","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Jackie Coburn","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","David Henningsen","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Dylan Marcoot","3","-","3","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Grigoriy Gorshteyn","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home",7491
2009,"University of Redlands","defense","Chet Corcos","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Daniel Andrew","1","1","2","1.0/5","1.0","1.0/5","1.0","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Mike Hirokawa","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Landon Patoc","-","1","1","-/-","-","-/-","-","-","0-0","-/-","1-40","1","3","-","-","home",7491
2009,"University of Redlands","defense","Ben Salzman","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Ed Mills","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home",7491
2009,"University of Redlands","defense","Eric Yingling","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home",7491
2009,"University of Redlands","defense","TEAM","-","-","-","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","home",7491
2009,"University of Redlands","defense","Josh Herrera","7","5","12","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Ian Sluss","4","4","8","2.5/9","2.5","2.0/8","2.0","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Mike Nicolini","3","3","6","2.0/15","2.0","1.0/9","1.0","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Mack Gordon","4","1","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Richard Dye II","1","3","4","-/-","-","-/-","-","-","0-0","-/-","1-4","1","-","-","-","away",7491
2009,"University of Redlands","defense","Josh Cunningham","2","2","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Vince DiPiero","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Scott Garner","1","2","3","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Mitchell Crocco","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Vince Aiello","-","2","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Steve Pope-Rolewski","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Jordan Garcia","-","2","2","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Spencer Minshew","1","1","2","0.5/2","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Evan Reuter","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Sean Scott","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Michael Polvere","1","-","1","-/-","-","-/-","-","1","1-1","1/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Jared Fink","1","-","1","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Matthew Collins","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Eddie Thomas","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Randall Crim","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Eric Schroeder","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Matt Mohr","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"University of Redlands","defense","Daniel Allen","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491
2009,"Whittier College","defense","J. Cato","5","4","9","1.0/7","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493
2009,"Whittier College","defense","J. Lomeli","5","3","8","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","home",7493
2009,"Whittier College","defense","C. Syfers","3","5","8","-/-","-","-/-","-","1","1-0","-/-","-","-","-","-","-","home",7493
2009,"Whittier College","defense","T. Schilling","3","4","7","2.5/9","2.5","1.0/7","1.0","-","0-0","-/-","-","-","-","-","-","home",7493
2009,"Whittier College","defense","G. Salinas","3","3","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493
